Customer ID,Customer Name,Email,Age,Gender,City,State,Signup Date,Income,Purchase Count,Total Spent,Satisfaction Score
CUST004434,André Mendonça,ANDRE.MENDONCA@EMAIL.COM,43.0,male,São Paulo,São Paulo,2024-09-30,"R$ 3.120,00",4,128.161,3.8
CUST004078,pedro moraes, pedro.moraes@provedor.com.br ,28.0,Masc,Sorocaba,sp,2024/08/19,,13,"R$ 2.199,00",4.6
CUST000225,Srta. Ana da Cruz,SRTA..ANA.DA.CRUZ@EMAIL.COM,40.0,FEMININO,Belo Horizonte,MG,2023/07/24,"R$ 2.061,00",5,775,4.2
CUST004122,Diego Fogaça,diego.fogaca@correio.net,33.0,MASCULINO,Campinas,São Paulo,2024/04/13,"R$ 2.560,00",11,2086,4.3
CUST004171,Théo Freitas,theo.freitas@provedor.com.br,29.0,MASCULINO,Curitiba,pr,2023-03-21,5192,5,1446,4.1
CUST001836,BELLA DA LUZ,bella.da.luz@mail.com,36.0,Fem,Belo Horizonte,MG,01-03-2024,2851,5,"R$ 791,00",3.4
CUST003066,Marcela Pires, marcela.pires@webmail.com ,36.0,Fem,Juiz de Fora,MG,2025/02/03,"R$ 3.365,00",8,2.288,
CUST001029,SOPHIA GOMES,sophia.gomes@webmail.com,60.0,fem,Santos,Sao Paulo,2024-04-14,12389,5,1889,3.1
CUST003906,Helena Ferreira,helena.ferreira@webmail.com,60.0,fem,,MG,18-07-2024,7372,11,"R$ 3.845,00",3.8
CUST001713,GABRIELLY SALES,gabrielly.sales@mail.com,25.0,Outro,Ribeirão Preto,sp,12-11-2021,1216,8,2029,2.5
CUST001299,Mathias Cirino,MATHIAS.CIRINO@CORREIO.NET,42.0,M,Sorocaba,São Paulo,2025-01-01,4.298,10,2.163,3.4
CUST002102,Benjamim Leão,BENJAMIM.LEAO@EMAIL.COM,72.0,male,Ribeirão Preto,SP,24/12/2023,6106,7,"R$ 1.250,00",3.9
CUST002760,Josué Moreira, josue.moreira@correio.net ,48.0,MASCULINO,Fortaleza,Ceara,20/08/2023,3.273,9,1.686,3.3
CUST002682,Zoe Cunha,zoe.cunha@webmail.com,26.0,FEMININO,Caxias do Sul,RS,11-05-2023,2185,6,"R$ 1.388,00",2.5
CUST000633,MARIA PIMENTA,maria.pimenta@provedor.com.br,33.0,F,Campinas,SP,2025-02-23,2.503,4,227113,5.0
CUST002787,Olivia Carvalho, olivia.carvalho@mail.com ,49.0,female,Petrópolis,rio de janeiro,2021-11-01,"R$ 3.553,00",7,"R$ 2.334,00",4.9
CUST001093,Breno Cardoso,breno.cardoso@correio.net,,male,Niterói,RJ ,2022/08/10,2344,7,1.503,4.0
CUST000634,kamilly porto,kamilly. porto@email.com,18.0,FEMININO,,mg,11/08/2022,1438,4,489,
CUST004340,Arthur Miguel Fogaça,arthur.miguel.fogaca@correio.net,28.0,M,São Paulo,São Paulo,22/05/2022,,6,810,4.5
CUST003846,Sara Brito,sara.brito@correio.net,59.0,Feminino,Santos,sp,2026-01-10,6.193,18,1959,4.6
CUST000040,Ayla Sá, ayla.sa@correio.net ,59.0,FEMININO,Santos,sp,2024/05/12,5424,7,"R$ 1.652,00",2.9
CUST002843,Sr. Léo Moraes, sr..leo.moraes@mail.com ,43.0,Masculino,Cuiabá,mt,21-03-2025,2.250,1,193,4.4
CUST002292,Srta. Raquel Cirino,srta..raquel.cirino@email.com,42.0,outro,Caxias do Sul,rs,01-07-2024,4651,7,"R$ 2.102,00",3.6
CUST004802,Alexandre Nascimento,alexandre.nascimento@webmail.com,53.0,prefer not to say,Juazeiro do Norte,Ceará,25/10/2023,3.352,4,830,3.8
CUST004206,Raul Campos,raul.campos@provedor.com.br,22.0,masc,Campinas,São Paulo,2023/01/07,4.213,7,1.997,3.4
CUST001620,Davi Lucas Rios,davi. lucas.rios@email.com,40.0,male,Rio de Janeiro,Rio De Janeiro,17-06-2023,"R$ 3.289,00",5,1.099,3.3
CUST001523,Théo da Rosa,THEO.DA.ROSA@MAIL.COM,64.0,MASCULINO,Caruaru,Pernambuco,22/10/2022,2.892,10,2.100,4.3
CUST003833,Clarice Alves,clarice.alves@webmail.com,40.0,outro,Curitiba,Paraná,03-08-2024,1.328,7,1193,3.7
CUST001339,Lorenzo da Mata,lorenzo. da.mata@provedor.com.br,40.0,Masculino,Belo Horizonte,Minas Gerais,2022-02-03,"R$ 5.308,00",8,2880,4.1
CUST002135,Isabel Santos,isabel.santos@correio.net,33.0,female,Olinda,PE ,2023/12/19,1793,9,1428,3.6
CUST001855,Vitor Albuquerque, vitor.albuquerque@email.com ,61.0,M,Brasília,df,20/10/2022,"R$ 7.744,00",12,4602,2.8
CUST002920,Danilo Pinto,danilo.pinto@provedor.com.br,47.0,male,Petrópolis,rio de janeiro,2025-04-28,2.695,6,1288,3.8
CUST004551,DR. VICENTE DUARTE,dr. .vicente.duarte@webmail.com,50.0,MASCULINO,Santos,Sao Paulo,2024-01-09,3.225,8,630,5.0
CUST002765,Antonella Leão,antonella.leao@correio.net,38.0,Feminino,Duque de Caxias,rio de janeiro,30-08-2024,2975,8,1157,5.0
CUST004697,João Miguel Rocha,joao.miguel.rocha@correio.net,24.0,Masc,Petrópolis,RJ ,05-08-2023,"R$ 1.618,00",6,"R$ 838,00",
CUST005070,Isis Jesus,isis.jesus@mail.com,37.0,fem,Santos,São Paulo,29-07-2023,3371,4,750,3.0
CUST002551,Sra. Maria Vitória Cavalcanti,sra. .maria.vitoria.cavalcanti@email.com,35.0,Fem,Sorocaba,SÃO PAULO,2022/08/14,5150,8,2072,3.9
CUST000529,Ana Carolina Araújo,ana.carolina.araujo@webmail.com,47.0,fem,Sobral,ce,31/07/2023,7133,9,2937,2.7
CUST005063,aylla araújo, aylla.araujo@email.com ,36.0,FEMININO,Anápolis,go,24-04-2024,"R$ 3.443,00",15,3464,4.3
CUST000422,Lara Andrade, lara.andrade@email.com ,46.0,F,Santos,São Paulo,10-04-2025,"R$ 2.227,00",10,3039,3.9
CUST001197,Clara Borges, clara.borges@provedor.com.br ,46.0,female,Ananindeua,Para,2024-04-05,,4,1.313,3.0
CUST000653,Ana Sophia Machado, ana.sophia.machado@correio.net ,31.0,female,Serra,Espirito Santo,2024/12/24,"R$ 5.281,00",12,"R$ 2.698,00",4.7
CUST003327,HENRIQUE JESUS,henrique.jesus@webmail.com,59.0,M,Brasília,df,2025-01-28,7071,11,3.337,3.4
CUST002050,Eduarda Dias,eduarda.dias@webmail.com,40.0,fem,Porto Alegre,rs,11-06-2024,2.577,4,845,3.6
CUST003087,LÉO CORREIA,leo.correia@provedor.com.br,33.0,MASCULINO,,pa,13-07-2021,,3,849,2.6
CUST002220,ANA LUIZA FERNANDES,ana.luiza.fernandes@webmail.com,43.0,Fem,Londrina,pr,2024-04-20,5.132,10,2320,3.6
CUST003873,Gabriela Guerra,gabriela.guerra@email.com,18.0,Feminino,,rio grande do sul,09/07/2024,1766,8,"R$ 2.151,00",3.2
CUST000029,Sr. Luan Vargas, sr..luan.vargas@mail.com ,42.0,masc,Santos,Sao Paulo,08-10-2025,2.370,8,1.853,4.8
CUST001251,Marcelo Santos,marcelo.santos@mail.com,46.0,male,Porto Alegre,RS,03-01-2025,3953,6,"R$ 1.630,00",5.0
CUST002533,Sra. Maria Vitória Macedo,sra. .maria.vitoria.macedo@mail.com,32.0,Outro,Anápolis,Goias,26-07-2023,6.512,9,2.664,5.0
CUST000922,Ana Beatriz Cavalcanti,ana.beatriz.cavalcanti@email.com,43.0,N/I,Ribeirão Preto,SÃO PAULO,2025/01/12,"R$ 4.267,00",6,1.580,2.0
CUST004528,Josué Barros, josue.barros@correio.net ,56.0,male,Belo Horizonte,minas gerais,2024-08-19,2073,6,1519,4.0
CUST001043,Lavínia Andrade,LAVINIA.ANDRADE@EMAIL.COM,57.0,female,,bahia,2021-11-30,6.427,11,2.360,4.1
CUST004127,Dra. Ísis Machado,dra..isis.machado@webmail.com,50.0,FEMININO,Cuiabá,mt,2023/09/01,"R$ 2.603,00",4,1056,3.9
CUST002719,Maria Clara Rios,MARIA.CLARA.RIOS@PROVEDOR.COM.BR,48.0,outro,,SÃO PAULO,2025/04/23,4.715,7,2.642,3.1
CUST001993,Srta. Catarina Mendes,SRTA..CATARINA.MENDES@WEBMAIL.COM,30.0,Feminino,Cuiabá,MT,2024-05-21,"R$ 1.908,00",9,2.432,3.0
CUST004810,Josué Cavalcante,JOSUE.CAVALCANTE@EMAIL.COM,30.0,Masculino,Contagem,minas gerais,23/09/2023,2144,7,1.107,3.2
CUST003976,Stephany Sousa,stephany.sousa@provedor.com.br,40.0,FEMININO,Caxias do Sul,Rio Grande do Sul,21/06/2025,4.048,7,1.084,4.2
CUST000951,Lavínia Jesus,lavinia.jesus@provedor.com.br,25.0,Feminino,Cuiabá,MT,2023/01/30,"R$ 1.847,00",14,"R$ 4.732,00",4.0
CUST001907,Davi Lucas Mendonça,davi.lucas.mendonca@provedor.com.br,34.0,M,Joinville,santa catarina,2024-08-25,2175,8,"R$ 2.031,00",3.3
CUST001853,Alexandre Moreira,alexandre.moreira@provedor.com.br,150.0,N/I,Contagem,minas gerais,2023/06/30,3.021,5,958,3.5
CUST003487,Benjamim Vasconcelos,benjamim.vasconcelos@email.com,35.0,M,Recife,pernambuco,21-06-2021,"R$ 4.706,00",9,"R$ 3.160,00",3.2
CUST004837,dr. diego da cruz,dr..diego.da.cruz@correio.net,38.0,masc,Sobral,Ceará,2023/03/31,10.827,9,4.015,3.8
CUST001634,Erick Ramos, erick.ramos@webmail.com ,18.0,Masc,Recife,PE,09-06-2023,5603,3,1.100,4.4
CUST005042,Ana Julia Luz,ana.julia.luz@mail.com,58.0,FEMININO,Campinas,Sao Paulo,2021/11/04,5239,9,2869,4.1
CUST004634,Antônio Vargas, antonio.vargas@webmail.com ,22.0,male,Ribeirão Preto,sp,2024/01/30,"R$ 2.334,00",5,893,3.3
CUST000766,LUÍSA SILVA,luisa. silva@webmail.com,28.0,fem,Londrina,Parana,03-04-2024,1.677,7,1.427,4.1
CUST002722,SARAH CAMPOS,sarah.campos@email.com,39.0,FEMININO,Santos,São Paulo,2025/10/20,2052,6,868,
CUST002150,SRTA. RAFAELA CASSIANO,srta..rafaela.cassiano@correio.net,,Feminino,Ribeirão Preto,São Paulo,2023/12/02,2274,2,"R$ 627,00",4.9
CUST002833,Larissa Duarte, larissa.duarte@provedor.com.br ,26.0,Feminino,Petrópolis,Rio De Janeiro,04-06-2025,4173,7,1.918,3.4
CUST000441,Dr. Vinicius Camargo,DR..VINICIUS.CAMARGO@CORREIO.NET,24.0,male,Brasília,DF,2025-04-07,"R$ 900,00",3,"R$ 553,00",3.9
CUST003285,Bella Montenegro,BELLA.MONTENEGRO@CORREIO.NET,35.0,FEMININO,Santos,São Paulo,2024/02/25,"R$ 3.176,00",7,"R$ 1.736,00",4.1
CUST000597,João Vitor Lima, joao.vitor.lima@mail.com ,30.0,male,Petrópolis,RJ ,31-07-2023,310079,7,1.510,4.5
CUST003794,Isabelly Barbosa,isabelly.barbosa@correio.net,22.0,F,Joinville,Santa Catarina,27/03/2024,"R$ 3.254,00",5,1600,2.2
CUST000864,Lucas Ramos, lucas.ramos@webmail.com ,30.0,Masculino,Blumenau,SC,05-12-2022,2.320,6,1172,4.4
CUST000937,Dra. Maria Helena Barros,DRA..MARIA.HELENA.BARROS@WEBMAIL.COM,25.0,Feminino,Juazeiro do Norte,Ceará,2023/12/19,"R$ 2.603,00",12,2039,3.9
CUST001449,Brenda Oliveira,brenda.oliveira@provedor.com.br,30.0,FEMININO,Vitória,ES,2025/01/02,"R$ 2.559,00",8,"R$ 2.321,00",4.0
CUST004486,Srta. Luísa Cardoso, srta..luisa.cardoso@mail.com ,39.0,Feminino,Salvador,BA ,2023-07-21,1.227,6,1259,3.0
CUST002348,BERNARDO NOGUEIRA,bernardo.nogueira@webmail.com,51.0,M,Campinas,São Paulo,2022/03/02,"R$ 7.912,00",15,5958,3.1
CUST004298,LUIZ HENRIQUE CÂMARA,luiz.henrique.camara@provedor.com.br,27.0,male,Florianópolis,Santa Catarina,2024-05-08,"R$ 4.664,00",7,2366,4.3
CUST002708,DOM CORREIA, dom.correia@correio.net ,67.0,Masculino,Pelotas,Rio Grande do Sul,2024-05-02,3.619,10,"R$ 1.549,00",5.0
CUST002619,Maria Luísa da Rocha,maria.luisa.da.rocha@email.com,40.0,Não binário,Brasília,Distrito Federal,2025/02/06,"R$ 3.791,00",12,3.518,
CUST001906,Sr. Vitor Gabriel Vieira,SR..VITOR.GABRIEL.VIEIRA@MAIL.COM,40.0,MASCULINO,Recife,pernambuco,28/07/2024,2430,11,2.519,3.0
CUST004825,MARIA LUÍSA MOREIRA,maria.luisa.moreira@mail.com,18.0,FEMININO,Porto Alegre,Rio Grande do Sul,2025-01-19,"R$ 3.147,00",6,1299,5.0
CUST000326,Ana Júlia Correia, ana.julia.correia@mail.com ,36.0,FEMININO,Santos,São Paulo,2023-08-17,"R$ 3.353,00",11,"R$ 3.474,00",3.4
CUST004757,Benicio Freitas,benicio.freitas@correio.net,39.0,MASCULINO,Campinas,São Paulo,14/04/2022,2.357,6,1446,3.1
CUST002581,Cecilia Macedo,cecilia.macedo@provedor.com.br,28.0,fem,Brasília,distrito federal,2024-11-22,4817,12,4.534,3.2
CUST001025,Antonella Rocha,ANTONELLA.ROCHA@CORREIO.NET,21.0,Não binário,Caruaru,PE,2024/08/15,"R$ 1.396,00",2,525,4.7
CUST002308,Dr. Pedro Pimenta,DR..PEDRO.PIMENTA@PROVEDOR.COM.BR,33.0,MASCULINO,Ananindeua,Para,14/06/2024,1.542,14,1.285,4.1
CUST003230,Dom Gonçalves,dom.goncalves@email.com,51.0,Masc,Santos,sp,2022/05/23,"R$ 3.469,00",10,"R$ 2.490,00",3.5
CUST002653,Samuel Ribeiro,SAMUEL.RIBEIRO@EMAIL.COM,85.0,male,Vitória da Conquista,Bahia,2022/09/22,"R$ 2.822,00",7,"R$ 1.393,00",4.7
CUST001841,Ana Andrade, ana.andrade@email.com ,38.0,FEMININO,Uberlândia,mg,2024/08/12,2.355,8,"R$ 1.536,00",3.8
CUST000530,dr. breno ramos,DR..BRENO.RAMOS@MAIL.COM,29.0,Outro,Salvador,BA ,31/12/2022,1085,5,538,
CUST003915,Paulo Freitas,paulo.freitas@correio.net,40.0,masc,Brasília,Distrito Federal,2023/08/24,,9,"R$ 1.940,00",4.9
CUST001258,Juan Cardoso,juan.cardoso@mail.com,32.0,MASCULINO,Campinas,sp,07/07/2024,5955,7,1.813,5.0
CUST000573,Bella Silva,bella.silva@correio.net,40.0,FEMININO,Manaus,Amazonas,2023-08-15,5.990,6,1947,4.4
CUST003785,Joaquim Costela,joaquim.costela@correio.net,21.0,MASCULINO,Goiânia,Goiás,06-06-2024,"R$ 2.736,00",2,538,
CUST001509,Sr. Oliver Aparecida,sr..oliver.aparecida@provedor.com.br,25.0,Não binário,Vitória da Conquista,BA ,28-07-2021,2.053,8,1285,5.0
CUST002742,Yasmin da Costa,yasmin. da.costa@correio.net,38.0,F,Brasília,Distrito Federal,2022/11/10,3.645,9,"R$ 1.938,00",4.6
CUST004186,Guilherme Camargo,GUILHERME.CAMARGO@CORREIO.NET,-5.0,M,Sorocaba,SP,2023/01/12,1.857,4,850,2.9
CUST000797,Sr. Ravi Lucca das Neves,SR..RAVI.LUCCA.DAS.NEVES@PROVEDOR.COM.BR,48.0,Masc,Joinville,santa catarina,2024-03-20,5055,8,1906,5.0
CUST004873,João Gabriel Novaes,joao. gabriel.novaes@provedor.com.br,44.0,masc,Pelotas,rio grande do sul,2024/05/14,4110,7,"R$ 1.861,00",3.5
CUST002077,SR. VICENTE CALDEIRA,SR..VICENTE.CALDEIRA@WEBMAIL.COM,19.0,male,Curitiba,Paraná,03/04/2023,2088,10,2.334,3.9
CUST001892,Stephany Campos,stephany.campos@email.com,28.0,FEMININO,Caruaru,Pernambuco,28-01-2023,1354,3,"R$ 572,00",3.6
CUST003406,Agatha Brito,AGATHA.BRITO@EMAIL.COM,35.0,fem,Goiânia,go,2023-07-06,"R$ 2.787,00",7,"R$ 2.087,00",3.5
CUST000481,arthur borges,arthur.borges@correio.net,52.0,N/I,Joinville,sc,2024-04-20,3376,11,2650,3.8
CUST004715,Liam Cardoso, liam.cardoso@webmail.com ,26.0,male,Vitória,Espírito Santo,2023/12/19,"R$ 6.334,00",4,"R$ 988,00",2.1
CUST004017,kamilly leão,kamilly. leao@email.com,37.0,Feminino,Niterói,RJ ,2025/06/08,3.421,9,2048,4.7
CUST004652,Sra. Giovanna Fernandes, sra..giovanna.fernandes@webmail.com ,51.0,Fem,Pelotas,rio grande do sul,2024-10-04,2006,7,2.031,3.9
CUST004900,SRA. JULIA NASCIMENTO,sra. .julia.nascimento@webmail.com,43.0,female,Sorocaba,SP,2023/10/31,,7,"R$ 1.997,00",3.2
CUST001525,Dra. Helena Costa,dra..helena.costa@webmail.com,31.0,FEMININO,Londrina,Parana,2024-12-19,2.939,5,"R$ 883,00",4.6
CUST004229,Isabela Caldeira,ISABELA.CALDEIRA@MAIL.COM,42.0,F,Petrópolis,RJ ,30-04-2025,3869,7,1877,3.0
CUST002801,Marina Casa Grande,marina.casa.grande@provedor.com.br,18.0,Fem,Petrópolis,Rio de Janeiro,17-09-2023,"R$ 1.654,00",5,"R$ 1.193,00",5.0
CUST003561,DAVI NASCIMENTO,davi.nascimento@email.com,51.0,Masculino,Rio de Janeiro,Rio De Janeiro,2022-10-10,"R$ 4.449,00",5,1.184,3.9
CUST004466,Laís Brito,lais.brito@email.com,,female,São Paulo,SP,2022/08/23,3741,8,2.062,3.9
CUST002649,Kevin Santos, kevin.santos@webmail.com ,49.0,MASCULINO,Niterói,rio de janeiro,2024/11/22,"R$ 4.526,00",7,"R$ 3.459,00",4.6
CUST004400,Apollo Sales,apollo.sales@mail.com,42.0,Masc,Ribeirão Preto,SÃO PAULO,20/07/2023,"R$ 4.078,00",7,1.985,3.5
CUST004355,Isabela Ferreira,isabela. ferreira@provedor.com.br,20.0,female,Uberlândia,Minas Gerais,31/03/2022,1.509,8,2184,
CUST001563,VICENTE AZEVEDO, vicente.azevedo@email.com ,39.0,masc,Belo Horizonte,MG,15/03/2025,2416,9,"R$ 1.258,00",4.2
CUST003480,ANA BEATRIZ PEIXOTO, ana.beatriz.peixoto@email.com ,46.0,Outro,Niterói,Rio De Janeiro,2024-02-27,"R$ 5.479,00",2,577,3.0
CUST003074,Dr. José Pedro Sá, dr..jose.pedro.sa@email.com ,34.0,MASCULINO,Várzea Grande,mt,2024/03/24,5.061,12,"R$ 2.881,00",5.0
CUST001918,Yuri Castro,yuri.castro@correio.net,49.0,masc,Curitiba,PR,2024-05-12,8.861,6,2.506,5.0
CUST002174,GUSTAVO SILVEIRA,GUSTAVO.SILVEIRA@MAIL.COM,34.0,Masc,Contagem,minas gerais,2021-10-14,3.132,5,"R$ 1.010,00",3.0
CUST004899,Théo da Paz,theo.da.paz@mail.com,35.0,Masculino,Rio de Janeiro,rio de janeiro,06/04/2025,3.447,8,"R$ 3.014,00",4.8
CUST002852,Valentina Barros, valentina.barros@webmail.com ,22.0,F,Sorocaba,Sao Paulo,2024/07/30,927,11,1558,3.2
CUST003380,Oliver Gonçalves,oliver.goncalves@provedor.com.br,46.0,M,Petrópolis,Rio de Janeiro,25-12-2023,"R$ 3.215,00",8,2.811,
CUST004875,Pietro Nunes,PIETRO.NUNES@CORREIO.NET,20.0,Masc,Petrópolis,rio de janeiro,23-09-2023,2.231,10,1.873,4.4
CUST002076,Matteo Pimenta,matteo.pimenta@email.com,27.0,Masculino,Petrópolis,rio de janeiro,2023-03-14,3313,8,"R$ 2.095,00",4.3
CUST004393,OTTO MONTENEGRO,otto.montenegro@webmail.com,40.0,MASCULINO,Rio de Janeiro,Rio de Janeiro,24/05/2023,"R$ 2.583,00",10,"R$ 2.268,00",4.0
CUST003878,Eduardo Melo,eduardo.melo@email.com,18.0,M,Cuiabá,mt,2024/07/16,3.375,11,2.705,4.6
CUST002126,Sra. Luísa Moura,sra..luisa.moura@provedor.com.br,52.0,F,Contagem,Minas Gerais,2023-08-08,"R$ 3.308,00",828,"R$ 1.887,00",2.8
CUST002317,Beatriz Moura,BEATRIZ.MOURA@MAIL.COM,52.0,FEMININO,Contagem,mg,2024-07-29,6557,8,"R$ 2.158,00",3.7
CUST001133,Dra. Ana Luiza das Neves, dra..ana.luiza.das.neves@provedor.com.br ,18.0,Feminino,Goiânia,Goiás,2022-05-24,5.754,8,"R$ 2.049,00",2.9
CUST000518,Diogo da Cunha,diogo. da.cunha@webmail.com,51.0,male,Porto Alegre,rs,2024-01-12,2512,6,"R$ 1.467,00",3.2
CUST000601,Valentina Nogueira,valentina.nogueira@email.com,40.0,fem,Porto Alegre,Rio Grande do Sul,03-02-2025,"R$ 2.723,00",9,"R$ 2.071,00",3.4
CUST003556,Dr. Gael Silva,dr..gael.silva@mail.com,18.0,male,Ribeirão Preto,sp,2024/08/16,4.518,5,1428,3.6
CUST004357,Daniel Moraes, daniel.moraes@webmail.com ,50.0,masc,,ce,2023/04/02,3.740,4,"R$ 1.085,00",4.3
CUST005020,DR. DIEGO DA CRUZ,DR..DIEGO.DA.CRUZ@PROVEDOR.COM.BR,37.0,Masc,Sobral,CE,21-04-2023,10696,11,4242,4.0
CUST002651,LEONARDO SILVA, leonardo.silva@email.com ,50.0,MASCULINO,Niterói,Rio de Janeiro,08/03/2025,6739,5,1.236,4.6
CUST004080,Maria Eduarda Brito,maria.eduarda.brito@provedor.com.br,31.0,fem,Feira de Santana,bahia,10/02/2022,,7,1797,3.1
CUST003567,Cauã Viana,caua.viana@provedor.com.br,61.0,Masculino,Sobral,Ceara,2024/04/22,3.480,9,988,2.4
CUST003533,Enrico Borges,enrico.borges@email.com,23.0,masc,Anápolis,Goiás,2025/05/14,2.582,4,737,
CUST000359,Alice Silveira, alice.silveira@webmail.com ,41.0,FEMININO,Petrópolis,RJ ,2024/10/05,2.433,8,1744,3.3
CUST004402,Vinícius Gomes,vinicius.gomes@provedor.com.br,19.0,male,Uberlândia,minas gerais,2022/08/06,"R$ 6.140,00",4,1.062,3.2
CUST001120,maria clara nogueira,maria.clara.nogueira@correio.net,20.0,female,Rio de Janeiro,Rio de Janeiro,2024-10-01,1.350,10,1.598,3.6
CUST001433,Olívia Sampaio,olivia. sampaio@provedor.com.br,,fem,Fortaleza,Ceara,2024/08/28,3462,14,2390,4.8
CUST002789,maria isis santos,MARIA.ISIS.SANTOS@PROVEDOR.COM.BR,25.0,FEMININO,Feira de Santana,Bahia,2023/09/04,"R$ 4.757,00",5,"R$ 809,00",2.6
CUST002281,Sra. Eloá Oliveira, sra..eloa.oliveira@correio.net ,18.0,female,Florianópolis,Santa Catarina,20-11-2023,"R$ 2.684,00",7,1728,5.0
CUST004287,Alexia da Conceição,alexia.da.conceicao@email.com,44.0,fem,Campinas,SP,27-01-2023,4628,3,"R$ 866,00",3.5
CUST004546,sabrina cavalcante,SABRINA.CAVALCANTE@PROVEDOR.COM.BR,34.0,female,Uberlândia,MG,2024/07/22,1.993,7,"R$ 1.818,00",4.4
CUST003027,yasmin cirino,yasmin.cirino@provedor.com.br,44.0,Fem,Santos,Sao Paulo,21-08-2023,3.139,9,1.656,4.6
CUST000144,JOSUÉ DA MATA,josue.da.mata@provedor.com.br,41.0,Masculino,Uberlândia,Minas Gerais,14/02/2023,4217,5,1.177,
CUST001786,NATÁLIA CAMPOS,natalia.campos@email.com,32.0,Feminino,Pelotas,Rio Grande do Sul,2023/07/20,2.731,4,"R$ 1.065,00",3.9
CUST002840,Dra. Daniela Campos,DRA..DANIELA.CAMPOS@MAIL.COM,24.0,FEMININO,Campinas,sp,29/10/2024,"R$ 1.779,00",4,"R$ 1.057,00",3.9
CUST004551,DR. VICENTE DUARTE,dr. .vicente.duarte@webmail.com,50.0,MASCULINO,Santos,Sao Paulo,2024-01-09,3.225,8,630,5.0
CUST001862,dra. maria julia garcia, dra..maria.julia.garcia@provedor.com.br ,50.0,Feminino,Olinda,PE ,2024-09-12,6890,7,2.292,4.6
CUST002612,Daniel Moreira,daniel.moreira@mail.com,33.0,MASCULINO,Florianópolis,Santa Catarina,16-06-2022,2259,4,1.191,4.4
CUST002285,Ana Vitória Viana,ANA.VITORIA.VIANA@MAIL.COM,19.0,Feminino,Olinda,PE,30/01/2023,1.499,6,1230,4.4
CUST002351,Maria Alice Farias,maria.alice.farias@webmail.com,47.0,FEMININO,Curitiba,Paraná,2024/08/05,2.834,4,570,4.3
CUST004769,laura siqueira,laura.siqueira@provedor.com.br,,female,Sorocaba,SÃO PAULO,25/11/2023,3.348,7,"R$ 1.082,00",3.8
CUST001591,Milena Pires,MILENA.PIRES@PROVEDOR.COM.BR,18.0,F,Duque de Caxias,Rio De Janeiro,2024-02-12,"R$ 2.300,00",6,"R$ 1.043,00",5.0
CUST001945,beatriz silveira,beatriz.silveira@correio.net,31.0,female,Caxias do Sul,RS,02-10-2023,"R$ 1.842,00",7,1701,3.9
CUST002826,Sr. Matteo Freitas,sr..matteo.freitas@mail.com,50.0,Masc,Joinville,sc,2024/05/06,"R$ 2.667,00",8,2.257,3.4
CUST000740,levi leão,levi.leao@provedor.com.br,40.0,M,Juazeiro do Norte,Ceara,2021/12/15,1109,8,973,4.6
CUST002089,YAGO CARVALHO, yago.carvalho@provedor.com.br ,27.0,M,Santos,SÃO PAULO,09-02-2022,3.261,7,2.386,
CUST004020,isabela oliveira,isabela.oliveira@webmail.com,22.0,female,Anápolis,Goiás,30/05/2024,3.174,5,992,4.2
CUST002390,André Abreu,andre.abreu@provedor.com.br,18.0,masc,Parintins,Amazonas,25/02/2022,7034,8,1.949,5.0
CUST001545,Anthony Gabriel Souza,anthony.gabriel.souza@provedor.com.br,63.0,masc,Rio de Janeiro,Rio de Janeiro,22-03-2024,3686,10,"R$ 2.262,00",4.6
CUST000802,Rhavi Cassiano, rhavi.cassiano@webmail.com ,50.0,male,São Paulo,SÃO PAULO,24/04/2024,4351,7,1984,5.0
CUST002391,Caio Santos, caio.santos@mail.com ,42.0,masc,Rio Verde,go,28-08-2025,5430,10,1.797,4.6
CUST003037,ágatha cavalcante,agatha.cavalcante@correio.net,34.0,Fem,Olinda,Pernambuco,18-10-2022,2.035,5,"R$ 1.492,00",4.5
CUST002735,João Lucas Viana, joao.lucas.viana@webmail.com ,46.0,male,Serra,Espírito Santo,2025-08-20,1.785,7,1.951,3.7
CUST000886,THEO NOVAES,theo. novaes@mail.com,53.0,Masc,Ribeirão Preto,SÃO PAULO,22-03-2023,7.579,7,3006,3.8
CUST000033,sra. hadassa rezende,SRA..HADASSA.REZENDE@EMAIL.COM,33.0,fem,Manaus,am,10-09-2024,1479,7,"R$ 1.569,00",5.0
CUST002873,André Gonçalves,andre. goncalves@correio.net,39.0,MASCULINO,Rio Verde,go,2024/05/28,2.696,5,"R$ 1.360,00",2.0
CUST002446,Sr. Rael Monteiro, sr..rael.monteiro@mail.com ,46.0,Masculino,Curitiba,PR,21-01-2024,2.621,6,1686,4.0
CUST001171,Dom Abreu,dom. abreu@webmail.com,61.0,MASCULINO,Feira de Santana,Bahia,07/08/2023,4.590,10,2644,4.0
CUST000857,Marcos Vinicius Cirino, marcos.vinicius.cirino@mail.com ,55.0,Masc,Vila Velha,ES,27/07/2021,1690,4,619,1.4
CUST001904,lucca teixeira, lucca.teixeira@mail.com ,52.0,M,Duque de Caxias,rio de janeiro,2022/11/11,4538,11,3115,3.8
CUST003956,SRA. ESTER DA COSTA,sra..ester.da.costa@mail.com,34.0,female,Rio de Janeiro,rio de janeiro,2023-10-27,6944,6,"R$ 1.889,00",4.5
